"ID","Career","CrseCollege","UnitTakenPrgrssSixth"
"005769067","UGRD","Education","0.50"
"005769067","UGRD","Science & Technology","1.16"
"005769067","UGRD","Social Sciences","3.83"
"005769431","UGRD","Science & Technology","2.00"
"005769457","PBAC","Education","1.00"
"005769457","PBAC","Extended Education","0.50"
"005770237","UGRD","Science & Technology","1.83"
"005770289","UGRD","Science & Technology","2.00"
"005770315","UGRD","Science & Technology","2.00"
"005770328","UGRD","Science & Technology","2.00"
"005770471","UGRD","Arts and Humanities","1.33"
"005770471","UGRD","Science & Technology","2.16"
"005770471","UGRD","Social Sciences","2.00"
"005770575","UGRD","Science & Technology","2.00"
"005770939","PBAC","Education","4.83"
"005770965","PBAC","Education","0.16"
"005770978","PBAC","Education","0.16"
"005770991","PBAC","Education","0.16"
"005771004","PBAC","Education","0.16"
"005771017","PBAC","Education","0.16"
"005771407","PBAC","Extended Education","5.00"
"005771511","UGRD","Arts and Humanities","0.66"
"005771511","UGRD","Science & Technology","0.50"
"005771511","UGRD","Social Sciences","5.33"
"005771628","UGRD","Arts and Humanities","3.00"
"005771628","UGRD","Business and Economics","1.33"
"005771628","UGRD","Science & Technology","1.83"
"005771628","UGRD","Social Sciences","1.50"
"005771784","PBAC","Extended Education","1.00"
"005771927","UGRD","Arts and Humanities","1.33"
"005771927","UGRD","Science & Technology","2.50"
"005771927","UGRD","Social Sciences","1.00"
"005771940","UGRD","Arts and Humanities","2.00"
"005771940","UGRD","Science & Technology","2.16"
"005771940","UGRD","Social Sciences","2.66"
"005772369","UGRD","Arts and Humanities","1.33"
"005772369","UGRD","Social Sciences","3.83"
"005772382","UGRD","Arts and Humanities","2.00"
"005772382","UGRD","Business and Economics","0.66"
"005772382","UGRD","Science & Technology","1.33"
"005772382","UGRD","Social Sciences","1.66"
"005772395","UGRD","Arts and Humanities","0.66"
"005772395","UGRD","Business and Economics","0.66"
"005772395","UGRD","Social Sciences","5.33"
"005772915","PBAC","Extended Education","5.00"
"005773175","UGRD","Arts and Humanities","0.66"
"005773461","UGRD","Science & Technology","0.50"
"005773682","UGRD","Science & Technology","0.66"
"005773747","UGRD","Arts and Humanities","0.50"
"005773747","UGRD","Science & Technology","0.66"
"005773864","UGRD","Arts and Humanities","0.66"
"005773864","UGRD","Science & Technology","0.66"
"005774527","UGRD","Science & Technology","0.66"
"005774605","UGRD","Arts and Humanities","0.50"
"005774605","UGRD","Science & Technology","0.66"
"005774605","UGRD","University-wide","0.33"
"005774618","UGRD","Science & Technology","0.50"
"005775580","UGRD","Science & Technology","0.50"
"005775762","UGRD","Arts and Humanities","0.50"
"005775762","UGRD","Science & Technology","0.66"
"005776386","PBAC","Education","1.00"
"005776386","PBAC","Extended Education","0.50"
"005776412","PBAC","Education","0.33"
"005776425","PBAC","Education","0.33"
"005776438","PBAC","Education","0.33"
"005776451","PBAC","Education","0.33"
"005776581","PBAC","Arts and Humanities","1.00"
"005776581","PBAC","Education","1.00"
"005776841","UGRD","Arts and Humanities","1.33"
"005776841","UGRD","Education","0.50"
"005776841","UGRD","Science & Technology","4.66"
"005776854","UGRD","Business and Economics","2.00"
"005776854","UGRD","Education","0.50"
"005777140","PBAC","Extended Education","3.00"
"005777556","PBAC","Extended Education","0.66"
"005778245","PBAC","Extended Education","3.33"
"005778479","UGRD","Business and Economics","2.66"
"005778479","UGRD","Social Sciences","3.50"
"005778492","PBAC","Extended Education","1.16"
"005778492","PBAC","Science & Technology","0.66"
"005779441","UGRD","Arts and Humanities","0.66"
"005779441","UGRD","Education","0.50"
"005779441","UGRD","Social Sciences","1.33"
"005779532","PBAC","Science & Technology","0.33"
"005779571","UGRD","Arts and Humanities","0.66"
"005779571","UGRD","Business and Economics","4.66"
"005779571","UGRD","Science & Technology","0.50"
"005779571","UGRD","Social Sciences","0.66"
"005779779","UGRD","Arts and Humanities","0.66"
"005779779","UGRD","Science & Technology","2.50"
"005779779","UGRD","Social Sciences","1.50"
"005780520","UGRD","Arts and Humanities","2.00"
"005780520","UGRD","Education","0.50"
"005780520","UGRD","Science & Technology","1.16"
"005780520","UGRD","Social Sciences","3.83"
"005781040","UGRD","Science & Technology","0.66"
"005781040","UGRD","University-wide","0.33"
"005781625","UGRD","Arts and Humanities","2.00"
"005781625","UGRD","Science & Technology","0.50"
"005783003","UGRD","Arts and Humanities","0.50"
"005783003","UGRD","Business and Economics","0.66"
"005783003","UGRD","Science & Technology","1.33"
"005783081","UGRD","Arts and Humanities","0.50"
"005783081","UGRD","Science & Technology","0.66"
"005783094","UGRD","Arts and Humanities","0.66"
"005783094","UGRD","Science & Technology","2.00"
"005783328","UGRD","Science & Technology","0.50"
"005783419","UGRD","Arts and Humanities","0.66"
"005783419","UGRD","Business and Economics","5.33"
"005783419","UGRD","Science & Technology","0.50"
"005783913","UGRD","Arts and Humanities","0.66"
"005783913","UGRD","Business and Economics","1.33"
"005783913","UGRD","Social Sciences","2.16"
"005784030","UGRD","Science & Technology","6.50"
"005784030","UGRD","Social Sciences","1.00"
"005784043","UGRD","Business and Economics","0.66"
"005784043","UGRD","Social Sciences","6.16"
"005784147","UGRD","Arts and Humanities","0.66"
"005784147","UGRD","Business and Economics","2.00"
"005784147","UGRD","Education","0.50"
"005784147","UGRD","Science & Technology","1.50"
"005784147","UGRD","Social Sciences","0.50"
"005784511","UGRD","Business and Economics","2.66"
"005784589","UGRD","Education","0.50"
"005784589","UGRD","Social Sciences","1.16"
"005784641","UGRD","Business and Economics","2.66"
"005784641","UGRD","Social Sciences","1.16"
"005784719","UGRD","Arts and Humanities","1.33"
"005784719","UGRD","Business and Economics","2.66"
"005784719","UGRD","Science & Technology","1.66"
"005784719","UGRD","Social Sciences","1.66"
"005784758","UGRD","Arts and Humanities","0.66"
"005784758","UGRD","Science & Technology","1.66"
"005785109","PBAC","Extended Education","1.83"
"005786032","UGRD","Arts and Humanities","0.66"
"005786032","UGRD","Business and Economics","2.66"
"005786032","UGRD","Education","0.50"
"005786032","UGRD","Science & Technology","2.50"
"005786032","UGRD","Social Sciences","1.16"
"005786058","UGRD","Arts and Humanities","5.00"
"005786058","UGRD","Science & Technology","1.00"
"005786058","UGRD","Social Sciences","1.50"
"005786071","UGRD","Arts and Humanities","1.83"
"005786071","UGRD","Science & Technology","0.66"
"005786071","UGRD","Social Sciences","4.66"
"005786084","UGRD","Arts and Humanities","1.33"
"005786084","UGRD","Science & Technology","0.66"
"005786084","UGRD","Social Sciences","2.00"
"005786214","UGRD","Science & Technology","1.50"
"005786214","UGRD","Social Sciences","0.66"
"005786227","UGRD","Arts and Humanities","4.00"
"005786227","UGRD","Science & Technology","1.33"
"005786227","UGRD","Social Sciences","1.00"
"005786305","PBAC","Education","4.83"
"005786318","UGRD","Arts and Humanities","1.50"
"005786318","UGRD","Business and Economics","4.00"
"005786318","UGRD","Science & Technology","0.66"
"005786318","UGRD","Social Sciences","1.16"
"005786760","UGRD","Arts and Humanities","1.33"
"005786760","UGRD","Science & Technology","0.50"
"005786760","UGRD","Social Sciences","0.50"
"005786760","UGRD","University-wide","0.33"
"005787254","UGRD","Science & Technology","0.50"
"005787332","UGRD","Science & Technology","1.83"
"005787332","UGRD","Social Sciences","0.50"
"005787631","UGRD","Arts and Humanities","2.00"
"005787631","UGRD","Education","0.33"
"005787631","UGRD","Science & Technology","0.50"
"005787865","UGRD","Arts and Humanities","0.50"
"005787865","UGRD","Science & Technology","0.50"
"005788385","UGRD","Arts and Humanities","0.50"
"005788385","UGRD","Science & Technology","0.66"
"005788515","UGRD","Science & Technology","0.66"
"005788541","UGRD","Arts and Humanities","0.66"
"005788762","UGRD","Science & Technology","0.50"
"005788892","UGRD","Arts and Humanities","0.66"
"005788892","UGRD","Business and Economics","0.66"
"005788892","UGRD","Science & Technology","0.50"
"005788892","UGRD","University-wide","0.83"
"005788970","UGRD","Arts and Humanities","2.00"
"005788970","UGRD","Science & Technology","1.50"
"005788970","UGRD","Social Sciences","0.50"
"005789022","UGRD","Arts and Humanities","1.50"
"005789022","UGRD","Education","3.16"
"005789022","UGRD","Science & Technology","0.16"
"005789022","UGRD","Social Sciences","0.66"
"005789035","PBAC","Business and Economics","3.66"
"005789048","UGRD","Arts and Humanities","1.83"
"005789048","UGRD","Business and Economics","4.00"
"005789048","UGRD","Science & Technology","0.83"
"005789048","UGRD","Social Sciences","0.83"
"005789334","UGRD","Business and Economics","0.66"
"005789334","UGRD","Science & Technology","1.50"
"005789334","UGRD","Social Sciences","0.50"
"005789360","UGRD","Arts and Humanities","0.50"
"005789360","UGRD","Science & Technology","0.66"
"005789464","UGRD","Arts and Humanities","0.50"
"005789464","UGRD","Science & Technology","0.66"
"005789555","UGRD","Arts and Humanities","0.50"
"005789997","UGRD","Arts and Humanities","0.50"
"005790075","UGRD","Business and Economics","0.66"
"005790075","UGRD","University-wide","0.33"
"005790153","UGRD","Arts and Humanities","0.66"
"005790153","UGRD","Business and Economics","0.66"
"005790153","UGRD","Science & Technology","0.50"
"005790309","UGRD","Science & Technology","0.66"
"005790400","UGRD","Arts and Humanities","1.16"
"005790400","UGRD","Science & Technology","0.66"
"005790400","UGRD","Social Sciences","0.50"
"005790985","UGRD","Arts and Humanities","0.50"
"005790985","UGRD","Business and Economics","1.33"
"005790985","UGRD","University-wide","0.83"
"005791258","UGRD","Arts and Humanities","1.33"
"005791258","UGRD","Business and Economics","0.66"
"005791258","UGRD","Science & Technology","0.50"
"005791271","UGRD","Arts and Humanities","1.16"
"005791271","UGRD","Science & Technology","1.33"
"005791388","PBAC","Extended Education","5.00"
"005791492","UGRD","Arts and Humanities","1.33"
"005791492","UGRD","Business and Economics","2.66"
"005791492","UGRD","Science & Technology","1.00"
"005791492","UGRD","Social Sciences","0.50"
"005791505","UGRD","Arts and Humanities","2.66"
"005791505","UGRD","Science & Technology","0.50"
"005791505","UGRD","Social Sciences","1.66"
"005791557","UGRD","Arts and Humanities","2.33"
"005791557","UGRD","Science & Technology","1.83"
"005791557","UGRD","Social Sciences","2.66"
"005791778","UGRD","Arts and Humanities","0.66"
"005791778","UGRD","Science & Technology","0.66"
"005791778","UGRD","Social Sciences","3.66"
"005791791","UGRD","Arts and Humanities","2.00"
"005791791","UGRD","Science & Technology","0.66"
"005791791","UGRD","Social Sciences","4.33"
"005791856","UGRD","Business and Economics","4.00"
"005791856","UGRD","Science & Technology","0.50"
"005791856","UGRD","Social Sciences","0.50"
"005791869","UGRD","Science & Technology","0.50"
"005791882","PBAC","Extended Education","1.83"
"005792285","UGRD","Arts and Humanities","1.33"
"005792285","UGRD","Science & Technology","2.83"
"005792285","UGRD","Social Sciences","1.50"
"005792896","UGRD","Extended Education","3.33"
"005792896","UGRD","Social Sciences","0.16"
"005793013","UGRD","Science & Technology","0.66"
"005793013","UGRD","Social Sciences","2.00"
"005793065","UGRD","Science & Technology","4.66"
"005793169","UGRD","Arts and Humanities","0.83"
"005793169","UGRD","Education","1.00"
"005793169","UGRD","Social Sciences","3.66"
"005793221","UGRD","Arts and Humanities","2.83"
"005793221","UGRD","Education","1.00"
"005793221","UGRD","Science & Technology","0.50"
"005793299","UGRD","Education","4.16"
"005793351","UGRD","Science & Technology","3.00"
"005793351","UGRD","Social Sciences","0.50"
"005793364","UGRD","Arts and Humanities","0.66"
"005793364","UGRD","Education","4.33"
"005793377","UGRD","Science & Technology","3.33"
"005793403","UGRD","Arts and Humanities","4.16"
"005793403","UGRD","Social Sciences","0.66"
"005793429","UGRD","Science & Technology","5.00"
"005793481","UGRD","Arts and Humanities","1.33"
"005793481","UGRD","Science & Technology","0.50"
"005793481","UGRD","Social Sciences","2.66"
"005793481","UGRD","University-wide","0.50"
"005793520","UGRD","Arts and Humanities","0.66"
"005793520","UGRD","Education","0.50"
"005793520","UGRD","Science & Technology","3.00"
"005793520","UGRD","Social Sciences","0.50"
"005793533","UGRD","Business and Economics","2.00"
"005793585","UGRD","Arts and Humanities","0.66"
"005793585","UGRD","Science & Technology","1.66"
"005793988","UGRD","Arts and Humanities","1.33"
"005793988","UGRD","Science & Technology","1.33"
"005793988","UGRD","Social Sciences","1.00"
"005794105","UGRD","Arts and Humanities","2.00"
"005794144","PBAC","Business and Economics","3.00"
"005794157","UGRD","Social Sciences","4.16"
"005794313","UGRD","Arts and Humanities","1.33"
"005794313","UGRD","Science & Technology","3.16"
"005794313","UGRD","Social Sciences","2.00"
"005794339","UGRD","Arts and Humanities","1.66"
"005794339","UGRD","Social Sciences","2.83"
"005794365","UGRD","Arts and Humanities","0.33"
"005794365","UGRD","Social Sciences","4.50"
"005794378","UGRD","Business and Economics","2.66"
"005794378","UGRD","Social Sciences","1.66"
"005794482","PBAC","Education","1.00"
"005794521","UGRD","Arts and Humanities","1.83"
"005794521","UGRD","Science & Technology","0.50"
"005794521","UGRD","Social Sciences","2.00"
"005794547","UGRD","Social Sciences","1.66"
"005794573","UGRD","Science & Technology","2.00"
"005794677","UGRD","Science & Technology","3.83"
"005794677","UGRD","Social Sciences","0.66"
"005794768","UGRD","Arts and Humanities","5.33"
"005794807","UGRD","Arts and Humanities","0.50"
"005794807","UGRD","Business and Economics","4.66"
"005794820","UGRD","Business and Economics","0.66"
"005794820","UGRD","Social Sciences","2.50"
"005794859","UGRD","Arts and Humanities","3.33"
"005794859","UGRD","Education","0.50"
"005794872","UGRD","Social Sciences","4.00"
"005795158","UGRD","Arts and Humanities","3.50"
"005795158","UGRD","Business and Economics","0.66"
"005795158","UGRD","Social Sciences","1.16"
"005795171","UGRD","Social Sciences","3.83"
"005795210","UGRD","Arts and Humanities","0.66"
"005795210","UGRD","Education","3.16"
"005795210","UGRD","Science & Technology","0.50"
"005795223","UGRD","Education","4.33"
"005795223","UGRD","Science & Technology","0.50"
"005795288","UGRD","Social Sciences","2.50"
"005795405","UGRD","Arts and Humanities","0.66"
"005795405","UGRD","Social Sciences","4.33"
"005795535","UGRD","Social Sciences","4.00"
"005795561","UGRD","Arts and Humanities","0.16"
"005795561","UGRD","Social Sciences","4.00"
"005795678","PBAC","Education","1.00"
"005795821","PBAC","Education","1.00"
"005795834","UGRD","Business and Economics","2.66"
"005795834","UGRD","Science & Technology","1.16"
"005795925","UGRD","Social Sciences","4.00"
"005795964","UGRD","Business and Economics","4.00"
"005795964","UGRD","Social Sciences","1.00"
"005797082","UGRD","Extended Education","3.33"
"005797160","UGRD","Social Sciences","4.00"
"005797277","UGRD","Science & Technology","2.83"
"005797277","UGRD","Social Sciences","0.50"
"005797290","UGRD","Business and Economics","3.33"
"005797290","UGRD","Education","0.50"
"005797290","UGRD","Science & Technology","1.00"
"005797472","UGRD","Arts and Humanities","1.33"
"005797472","UGRD","Business and Economics","3.33"
"005797472","UGRD","Science & Technology","0.50"
"005797719","UGRD","Arts and Humanities","2.16"
"005797719","UGRD","Education","1.00"
"005797719","UGRD","Science & Technology","0.50"
"005798096","UGRD","Social Sciences","4.66"
"005798161","UGRD","Arts and Humanities","1.83"
"005798161","UGRD","Science & Technology","0.50"
"005798174","UGRD","Arts and Humanities","2.66"
"005798174","UGRD","Science & Technology","0.50"
"005798226","UGRD","Arts and Humanities","0.16"
"005798226","UGRD","Social Sciences","5.50"
"005798265","UGRD","Science & Technology","4.66"
"005798291","UGRD","Arts and Humanities","0.66"
"005798291","UGRD","Business and Economics","1.33"
"005798356","UGRD","Social Sciences","5.16"
"005798395","UGRD","Business and Economics","0.66"
"005798395","UGRD","Social Sciences","4.00"
"005798447","UGRD","Science & Technology","4.83"
"005798512","UGRD","Education","1.00"
"005798512","UGRD","Social Sciences","3.00"
"005798681","UGRD","Science & Technology","3.00"
"005798681","UGRD","Social Sciences","1.83"
"005798863","UGRD","Social Sciences","2.00"
"005798876","UGRD","Business and Economics","4.00"
"005798876","UGRD","Social Sciences","1.00"
"005798889","UGRD","Arts and Humanities","1.83"
"005798889","UGRD","Science & Technology","0.50"
"005799084","PBAC","Extended Education","1.50"
"005799149","UGRD","Education","2.00"
"005799149","UGRD","Science & Technology","0.50"
"005799149","UGRD","Social Sciences","2.33"
"005799162","UGRD","Education","5.00"
"005799266","UGRD","Business and Economics","4.00"
"005799760","UGRD","Business and Economics","2.00"
"005799760","UGRD","Science & Technology","1.00"
"005799760","UGRD","Social Sciences","1.50"
"005799773","PBAC","Education","0.66"
"005799786","UGRD","Science & Technology","0.66"
"005799799","UGRD","Arts and Humanities","0.33"
"005799825","UGRD","Arts and Humanities","2.16"
"005799825","UGRD","Education","0.50"
"005799825","UGRD","Social Sciences","5.16"
"005800111","UGRD","Business and Economics","4.00"
"005800111","UGRD","Science & Technology","0.50"
"005800189","UGRD","Social Sciences","1.33"
"005800202","UGRD","Business and Economics","1.33"
"005800228","UGRD","Education","0.50"
"005800228","UGRD","Science & Technology","3.16"
"005800254","UGRD","Business and Economics","1.33"
"005800254","UGRD","Education","0.50"
"005800254","UGRD","Science & Technology","1.66"
"005800254","UGRD","Social Sciences","0.50"
"005800293","UGRD","Social Sciences","3.00"
"005800345","UGRD","Arts and Humanities","0.50"
"005800345","UGRD","Business and Economics","3.33"
"005800345","UGRD","Social Sciences","1.00"
"005800527","UGRD","Business and Economics","3.33"
"005800527","UGRD","Education","0.50"
"005800527","UGRD","Science & Technology","0.50"
"005800527","UGRD","Social Sciences","0.50"
"005800553","UGRD","Social Sciences","2.33"
"005800592","UGRD","Arts and Humanities","0.66"
"005800592","UGRD","Business and Economics","4.00"
"005800592","UGRD","Social Sciences","0.50"
"005800631","UGRD","Business and Economics","4.00"
"005800631","UGRD","Social Sciences","1.00"
"005800657","UGRD","Education","2.50"
"005800657","UGRD","Science & Technology","0.50"
"005800657","UGRD","Social Sciences","1.66"
"005800696","UGRD","Science & Technology","3.00"
"005800696","UGRD","Social Sciences","0.50"
"005800787","UGRD","Arts and Humanities","1.50"
"005800787","UGRD","Science & Technology","0.33"
"005800787","UGRD","Social Sciences","3.33"
"005800904","UGRD","Social Sciences","4.83"
"005800982","PBAC","Education","5.00"
"005801112","UGRD","Business and Economics","0.66"
"005801112","UGRD","Social Sciences","1.66"
"005801125","UGRD","Arts and Humanities","0.66"
"005801125","UGRD","Business and Economics","2.00"
"005801125","UGRD","Social Sciences","2.33"
"005801190","UGRD","Science & Technology","3.50"
"005801190","UGRD","Social Sciences","0.50"
"005801216","UGRD","Arts and Humanities","0.66"
"005801216","UGRD","Social Sciences","1.83"
"005801229","UGRD","Science & Technology","1.50"
"005801229","UGRD","Social Sciences","0.66"
"005801255","UGRD","Arts and Humanities","4.66"
"005801255","UGRD","Social Sciences","0.50"
"005801307","UGRD","Social Sciences","2.00"
"005801333","UGRD","Arts and Humanities","1.33"
"005801333","UGRD","Social Sciences","3.83"
"005801398","UGRD","Arts and Humanities","0.50"
"005801398","UGRD","Education","0.50"
"005801398","UGRD","Science & Technology","0.50"
"005801398","UGRD","Social Sciences","3.16"
"005801411","UGRD","Arts and Humanities","0.66"
"005801411","UGRD","Social Sciences","4.50"
"005801489","UGRD","Science & Technology","0.50"
"005801489","UGRD","Social Sciences","5.16"
"005801528","UGRD","Science & Technology","0.66"
"005801541","PBAC","Science & Technology","4.83"
"005801632","UGRD","Arts and Humanities","1.33"
"005801632","UGRD","Business and Economics","2.00"
"005801632","UGRD","Science & Technology","0.50"
"005801645","UGRD","Social Sciences","5.16"
"005801710","UGRD","Arts and Humanities","0.66"
"005801710","UGRD","Business and Economics","4.00"
"005801710","UGRD","Social Sciences","0.66"
"005801931","UGRD","Arts and Humanities","0.66"
"005801931","UGRD","Social Sciences","4.00"
"005801944","UGRD","Science & Technology","3.33"
"005802022","UGRD","Social Sciences","3.33"
"005802100","UGRD","Social Sciences","0.33"
"005802126","UGRD","Arts and Humanities","4.50"
"005802204","UGRD","Science & Technology","1.66"
"005802204","UGRD","Social Sciences","0.50"
"005802295","UGRD","Arts and Humanities","0.66"
"005802295","UGRD","Science & Technology","3.33"
"005802295","UGRD","Social Sciences","0.66"
"005802308","UGRD","Business and Economics","4.00"
"005802308","UGRD","Social Sciences","1.66"
"005802321","UGRD","Arts and Humanities","0.66"
"005802321","UGRD","Science & Technology","0.66"
"005802321","UGRD","Social Sciences","3.66"
"005802490","PBAC","Social Sciences","0.66"
"005802555","UGRD","Science & Technology","0.66"
"005802555","UGRD","Social Sciences","2.00"
"005802698","UGRD","Arts and Humanities","0.50"
"005802698","UGRD","Science & Technology","1.66"
"005802698","UGRD","Social Sciences","2.50"
"005802737","UGRD","Arts and Humanities","2.00"
"005802737","UGRD","Education","0.50"
"005802737","UGRD","Science & Technology","0.66"
"005802737","UGRD","Social Sciences","2.00"
"005802802","UGRD","Arts and Humanities","1.33"
"005802802","UGRD","Social Sciences","0.66"
"005802828","UGRD","Arts and Humanities","3.33"
"005802828","UGRD","Social Sciences","1.66"
"005802867","UGRD","Social Sciences","5.16"
"005802893","UGRD","Science & Technology","2.00"
"005802893","UGRD","Social Sciences","0.50"
"005802919","UGRD","Social Sciences","5.33"
"005802971","UGRD","Education","3.83"
"005802971","UGRD","Social Sciences","0.50"
"005803023","UGRD","Science & Technology","4.50"
"005803023","UGRD","Social Sciences","0.50"
"005803088","UGRD","Arts and Humanities","0.50"
"005803088","UGRD","Science & Technology","4.00"
"005803088","UGRD","Social Sciences","0.66"
"005803127","UGRD","Arts and Humanities","0.66"
"005803127","UGRD","Business and Economics","4.00"
"005803127","UGRD","Science & Technology","0.50"
"005803179","UGRD","Science & Technology","4.33"
"005803361","UGRD","Arts and Humanities","1.33"
"005803361","UGRD","Social Sciences","1.00"
"005803452","UGRD","Arts and Humanities","4.00"
"005803478","UGRD","Arts and Humanities","4.50"
"005803478","UGRD","Education","0.50"
"005803504","UGRD","Education","0.50"
"005803504","UGRD","Science & Technology","2.66"
"005803543","UGRD","Social Sciences","2.66"
"005803621","UGRD","Arts and Humanities","0.33"
"005803621","UGRD","Business and Economics","1.33"
"005803621","UGRD","Social Sciences","0.66"
"005803673","UGRD","Arts and Humanities","2.00"
"005803673","UGRD","Education","0.50"
"005803673","UGRD","Social Sciences","0.50"
"005803686","UGRD","Arts and Humanities","0.16"
"005803686","UGRD","Business and Economics","4.00"
"005803699","UGRD","Education","1.00"
"005803699","UGRD","Science & Technology","0.50"
"005803699","UGRD","Social Sciences","3.66"
"005803712","UGRD","Arts and Humanities","0.16"
"005803712","UGRD","Business and Economics","4.66"
"005803816","UGRD","Arts and Humanities","4.66"
"005803920","UGRD","Arts and Humanities","0.16"
"005803920","UGRD","Education","0.50"
"005803920","UGRD","Social Sciences","4.00"
"005804050","UGRD","Arts and Humanities","0.66"
"005804050","UGRD","Business and Economics","2.66"
"005804050","UGRD","Social Sciences","0.50"
"005804076","UGRD","Business and Economics","4.00"
"005804076","UGRD","Science & Technology","0.50"
"005804076","UGRD","Social Sciences","0.50"
"005804089","UGRD","Arts and Humanities","2.00"
"005804089","UGRD","Social Sciences","0.50"
"005804102","UGRD","Science & Technology","4.00"
"005804115","UGRD","Social Sciences","3.83"
"005804141","UGRD","Social Sciences","2.66"
"005804180","UGRD","Social Sciences","4.66"
"005804180","UGRD","University-wide","0.50"
"005804245","UGRD","Social Sciences","4.83"
"005804258","UGRD","Business and Economics","2.00"
"005804258","UGRD","Science & Technology","1.50"
"005804258","UGRD","Social Sciences","1.66"
"005804440","UGRD","Social Sciences","2.00"
"005804453","UGRD","Arts and Humanities","0.50"
"005804453","UGRD","Education","0.50"
"005804453","UGRD","Social Sciences","3.83"
"005804947","PBAC","Education","1.16"
"005805116","UGRD","Business and Economics","1.33"
"005805116","UGRD","Social Sciences","0.66"
"005805350","UGRD","Arts and Humanities","0.66"
"005805350","UGRD","Social Sciences","4.00"
"005805363","PBAC","Extended Education","1.00"
"005805402","UGRD","Arts and Humanities","4.00"
"005805402","UGRD","Science & Technology","0.50"
"005805402","UGRD","Social Sciences","0.50"
"005805493","PBAC","Education","1.00"
"005805532","UGRD","Arts and Humanities","2.00"
"005805532","UGRD","Social Sciences","1.33"
"005805688","UGRD","Arts and Humanities","1.16"
"005805688","UGRD","Science & Technology","1.00"
"005805688","UGRD","Social Sciences","1.00"
"005805883","UGRD","Arts and Humanities","0.50"
"005805883","UGRD","Business and Economics","3.33"
"005805883","UGRD","Science & Technology","1.66"
"005805909","UGRD","Social Sciences","4.00"
"005805974","UGRD","Arts and Humanities","0.66"
"005805974","UGRD","Social Sciences","4.66"
"005806026","UGRD","Arts and Humanities","0.66"
"005806026","UGRD","Social Sciences","2.50"
"005806117","UGRD","Social Sciences","3.33"
"005806156","UGRD","Business and Economics","0.66"
"005806156","UGRD","Science & Technology","3.33"
"005806182","UGRD","Arts and Humanities","2.00"
"005806182","UGRD","Education","1.50"
"005806182","UGRD","Science & Technology","1.00"
"005806390","UGRD","Arts and Humanities","4.00"
"005806403","UGRD","Science & Technology","2.33"
"005806442","UGRD","Social Sciences","3.83"
"005806455","UGRD","Social Sciences","2.33"
"005806546","PBAC","Extended Education","1.00"
"005806702","UGRD","Arts and Humanities","2.50"
"005806715","UGRD","Business and Economics","4.00"
"005806715","UGRD","Science & Technology","0.50"
"005806715","UGRD","Social Sciences","0.50"
"005806728","UGRD","Education","1.83"
"005806728","UGRD","Science & Technology","0.66"
"005806793","UGRD","Arts and Humanities","1.00"
"005806793","UGRD","Business and Economics","1.33"
"005806793","UGRD","Science & Technology","1.16"
"005806793","UGRD","Social Sciences","1.50"
"005806884","UGRD","Social Sciences","4.83"
"005806897","UGRD","Arts and Humanities","0.66"
"005806897","UGRD","Education","3.16"
"005806897","UGRD","Science & Technology","0.50"
"005806988","UGRD","Social Sciences","2.33"
"005807027","UGRD","Arts and Humanities","2.66"
"005807027","UGRD","Education","1.00"
"005807079","UGRD","Arts and Humanities","0.66"
"005807079","UGRD","Business and Economics","1.33"
"005807079","UGRD","Social Sciences","0.50"
"005807209","UGRD","Education","3.50"
"005807222","UGRD","Arts and Humanities","0.66"
"005807222","UGRD","Social Sciences","0.66"
"005807365","UGRD","Science & Technology","0.83"
"005807547","UGRD","Business and Economics","0.66"
"005807547","UGRD","Science & Technology","1.16"
"005807547","UGRD","Social Sciences","0.50"
"005807560","UGRD","Arts and Humanities","2.50"
"005807560","UGRD","Education","0.50"
"005807560","UGRD","Science & Technology","1.00"
"005807638","UGRD","Business and Economics","4.00"
"005807638","UGRD","Social Sciences","0.50"
"005807651","UGRD","Business and Economics","2.00"
"005807651","UGRD","Social Sciences","1.50"
"005807690","PBAC","Extended Education","1.83"
"005807859","PBAC","Extended Education","1.00"
"005807924","UGRD","Business and Economics","4.66"
"005808002","UGRD","Social Sciences","5.00"
"005808028","UGRD","Extended Education","1.66"
"005808041","UGRD","Arts and Humanities","0.33"
"005808041","UGRD","Business and Economics","2.00"
"005808041","UGRD","Science & Technology","0.50"
"005808041","UGRD","Social Sciences","1.16"
"005808067","UGRD","Business and Economics","2.66"
"005808067","UGRD","Social Sciences","1.00"
"005808080","UGRD","Arts and Humanities","3.33"
"005808080","UGRD","Science & Technology","0.50"
"005808145","UGRD","Business and Economics","2.00"
"005808145","UGRD","Science & Technology","1.16"
"005808145","UGRD","Social Sciences","1.16"
"005808158","UGRD","Social Sciences","5.33"
"005808470","UGRD","Arts and Humanities","0.66"
"005808470","UGRD","Education","0.50"
"005808470","UGRD","Social Sciences","2.00"
"005808613","UGRD","Social Sciences","5.33"
"005808678","UGRD","Business and Economics","3.33"
"005808678","UGRD","Science & Technology","0.50"
"005808899","UGRD","Arts and Humanities","3.33"
"005808912","UGRD","Business and Economics","4.00"
"005808912","UGRD","Social Sciences","1.16"
"005809042","UGRD","Education","1.33"
"005809224","UGRD","Business and Economics","1.33"
"005809224","UGRD","Social Sciences","2.83"
"005809302","UGRD","Business and Economics","4.00"
"005809302","UGRD","Science & Technology","0.50"
"005809380","UGRD","Business and Economics","2.00"
